bin,brand,type,category,issuer,alpha_2,alpha_3,country,latitude,longitude,bank_phone,bank_url
663445,MAESTRO,DEBIT,,,,,,,,,
663446,MAESTRO,DEBIT,,,,,,,,,
663447,MAESTRO,DEBIT,,,,,,,,,
663448,MAESTRO,DEBIT,,,,,,,,,
663449,MAESTRO,DEBIT,,,,,,,,,
663450,MAESTRO,DEBIT,,,,,,,,,
663451,MAESTRO,DEBIT,,,,,,,,,
663452,MAESTRO,DEBIT,,,,,,,,,
663453,MAESTRO,DEBIT,,,,,,,,,
663454,MAESTRO,DEBIT,,,,,,,,,
663455,MAESTRO,DEBIT,,,,,,,,,
663456,MAESTRO,DEBIT,,,,,,,,,
663457,MAESTRO,DEBIT,,,,,,,,,
663458,MAESTRO,DEBIT,,,,,,,,,
663459,MAESTRO,DEBIT,,,,,,,,,
663460,MAESTRO,DEBIT,,,,,,,,,
663461,MAESTRO,DEBIT,,,,,,,,,
663462,MAESTRO,DEBIT,,,,,,,,,
663463,MAESTRO,DEBIT,,,,,,,,,
663464,MAESTRO,DEBIT,,,,,,,,,
663465,MAESTRO,DEBIT,,,,,,,,,
663466,MAESTRO,DEBIT,,,,,,,,,
663467,MAESTRO,DEBIT,,,,,,,,,
663468,MAESTRO,DEBIT,,,,,,,,,
663469,MAESTRO,DEBIT,,,,,,,,,
663470,MAESTRO,DEBIT,,,,,,,,,
663471,MAESTRO,DEBIT,,,,,,,,,
663472,MAESTRO,DEBIT,,,,,,,,,
663473,MAESTRO,DEBIT,,,,,,,,,
663474,MAESTRO,DEBIT,,,,,,,,,
663475,MAESTRO,DEBIT,,,,,,,,,
663476,MAESTRO,DEBIT,,,,,,,,,
663477,MAESTRO,DEBIT,,,,,,,,,
663478,MAESTRO,DEBIT,,,,,,,,,
663479,MAESTRO,DEBIT,,,,,,,,,
663480,MAESTRO,DEBIT,,,,,,,,,
663481,MAESTRO,DEBIT,,,,,,,,,
663482,MAESTRO,DEBIT,,,,,,,,,
663483,MAESTRO,DEBIT,,,,,,,,,
663484,MAESTRO,DEBIT,,,,,,,,,
663485,MAESTRO,DEBIT,,,,,,,,,
663486,MAESTRO,DEBIT,,,,,,,,,
663487,MAESTRO,DEBIT,,,,,,,,,
663488,MAESTRO,DEBIT,,,,,,,,,
663489,MAESTRO,DEBIT,,,,,,,,,
663490,MAESTRO,DEBIT,,,,,,,,,
663491,MAESTRO,DEBIT,,,,,,,,,
663492,MAESTRO,DEBIT,,,,,,,,,
663493,MAESTRO,DEBIT,,,,,,,,,
663494,MAESTRO,DEBIT,,,,,,,,,
663495,MAESTRO,DEBIT,,,,,,,,,
663496,MAESTRO,DEBIT,,,,,,,,,
663497,MAESTRO,DEBIT,,,,,,,,,
663498,MAESTRO,DEBIT,,,,,,,,,
663499,MAESTRO,DEBIT,,,,,,,,,
663500,MAESTRO,DEBIT,,,,,,,,,
663501,MAESTRO,DEBIT,,,,,,,,,
663502,MAESTRO,DEBIT,,,,,,,,,
663503,MAESTRO,DEBIT,,,,,,,,,
663504,MAESTRO,DEBIT,,,,,,,,,
663505,MAESTRO,DEBIT,,,,,,,,,
663506,MAESTRO,DEBIT,,,,,,,,,
663507,MAESTRO,DEBIT,,,,,,,,,
663508,MAESTRO,DEBIT,,,,,,,,,
663509,MAESTRO,DEBIT,,,,,,,,,
663510,MAESTRO,DEBIT,,,,,,,,,
663511,MAESTRO,DEBIT,,,,,,,,,
663512,MAESTRO,DEBIT,,,,,,,,,
663513,MAESTRO,DEBIT,,,,,,,,,
663514,MAESTRO,DEBIT,,,,,,,,,
663515,MAESTRO,DEBIT,,,,,,,,,
663516,MAESTRO,DEBIT,,,,,,,,,
663517,MAESTRO,DEBIT,,,,,,,,,
663518,MAESTRO,DEBIT,,,,,,,,,
663519,MAESTRO,DEBIT,,,,,,,,,
663520,MAESTRO,DEBIT,,,,,,,,,
663521,MAESTRO,DEBIT,,,,,,,,,
663522,MAESTRO,DEBIT,,,,,,,,,
663523,MAESTRO,DEBIT,,,,,,,,,
663524,MAESTRO,DEBIT,,,,,,,,,
663525,MAESTRO,DEBIT,,,,,,,,,
663526,MAESTRO,DEBIT,,,,,,,,,
663527,MAESTRO,DEBIT,,,,,,,,,
663528,MAESTRO,DEBIT,,,,,,,,,
663529,MAESTRO,DEBIT,,,,,,,,,
663530,MAESTRO,DEBIT,,,,,,,,,
663531,MAESTRO,DEBIT,,,,,,,,,
663532,MAESTRO,DEBIT,,,,,,,,,
663533,MAESTRO,DEBIT,,,,,,,,,
663534,MAESTRO,DEBIT,,,,,,,,,
663535,MAESTRO,DEBIT,,,,,,,,,
663536,MAESTRO,DEBIT,,,,,,,,,
663537,MAESTRO,DEBIT,,,,,,,,,
663538,MAESTRO,DEBIT,,,,,,,,,
663539,MAESTRO,DEBIT,,,,,,,,,
663540,MAESTRO,DEBIT,,,,,,,,,
663541,MAESTRO,DEBIT,,,,,,,,,
663542,MAESTRO,DEBIT,,,,,,,,,
663543,MAESTRO,DEBIT,,,,,,,,,
663544,MAESTRO,DEBIT,,,,,,,,,
663545,MAESTRO,DEBIT,,,,,,,,,
663546,MAESTRO,DEBIT,,,,,,,,,
663547,MAESTRO,DEBIT,,,,,,,,,
663548,MAESTRO,DEBIT,,,,,,,,,
663549,MAESTRO,DEBIT,,,,,,,,,
663550,MAESTRO,DEBIT,,,,,,,,,
663551,MAESTRO,DEBIT,,,,,,,,,
663552,MAESTRO,DEBIT,,,,,,,,,
663553,MAESTRO,DEBIT,,,,,,,,,
663554,MAESTRO,DEBIT,,,,,,,,,
663555,MAESTRO,DEBIT,,,,,,,,,
663556,MAESTRO,DEBIT,,,,,,,,,
663557,MAESTRO,DEBIT,,,,,,,,,
663558,MAESTRO,DEBIT,,,,,,,,,
663559,MAESTRO,DEBIT,,,,,,,,,
663560,MAESTRO,DEBIT,,,,,,,,,
663561,MAESTRO,DEBIT,,,,,,,,,
663562,MAESTRO,DEBIT,,,,,,,,,
663563,MAESTRO,DEBIT,,,,,,,,,
663564,MAESTRO,DEBIT,,,,,,,,,
663565,MAESTRO,DEBIT,,,,,,,,,
663566,MAESTRO,DEBIT,,,,,,,,,
663567,MAESTRO,DEBIT,,,,,,,,,
663568,MAESTRO,DEBIT,,,,,,,,,
663569,MAESTRO,DEBIT,,,,,,,,,
663570,MAESTRO,DEBIT,,,,,,,,,
663571,MAESTRO,DEBIT,,,,,,,,,
663572,MAESTRO,DEBIT,,,,,,,,,
663573,MAESTRO,DEBIT,,,,,,,,,
663574,MAESTRO,DEBIT,,,,,,,,,
663575,MAESTRO,DEBIT,,,,,,,,,
663576,MAESTRO,DEBIT,,,,,,,,,
663577,MAESTRO,DEBIT,,,,,,,,,
663578,MAESTRO,DEBIT,,,,,,,,,
663579,MAESTRO,DEBIT,,,,,,,,,
663580,MAESTRO,DEBIT,,,,,,,,,
663581,MAESTRO,DEBIT,,,,,,,,,
663582,MAESTRO,DEBIT,,,,,,,,,
663583,MAESTRO,DEBIT,,,,,,,,,
663584,MAESTRO,DEBIT,,,,,,,,,
663585,MAESTRO,DEBIT,,,,,,,,,
663586,MAESTRO,DEBIT,,,,,,,,,
663587,MAESTRO,DEBIT,,,,,,,,,
663588,MAESTRO,DEBIT,,,,,,,,,
663589,MAESTRO,DEBIT,,,,,,,,,
663590,MAESTRO,DEBIT,,,,,,,,,
663591,MAESTRO,DEBIT,,,,,,,,,
663592,MAESTRO,DEBIT,,,,,,,,,
663593,MAESTRO,DEBIT,,,,,,,,,
663594,MAESTRO,DEBIT,,,,,,,,,
663595,MAESTRO,DEBIT,,,,,,,,,
663596,MAESTRO,DEBIT,,,,,,,,,
663597,MAESTRO,DEBIT,,,,,,,,,
663598,MAESTRO,DEBIT,,,,,,,,,
663599,MAESTRO,DEBIT,,,,,,,,,
663600,MAESTRO,DEBIT,,,,,,,,,
663601,MAESTRO,DEBIT,,,,,,,,,
663602,MAESTRO,DEBIT,,,,,,,,,
663603,MAESTRO,DEBIT,,,,,,,,,
663604,MAESTRO,DEBIT,,,,,,,,,
663605,MAESTRO,DEBIT,,,,,,,,,
663606,MAESTRO,DEBIT,,,,,,,,,
663607,MAESTRO,DEBIT,,,,,,,,,
663608,MAESTRO,DEBIT,,,,,,,,,
663609,MAESTRO,DEBIT,,,,,,,,,
663610,MAESTRO,DEBIT,,,,,,,,,
663611,MAESTRO,DEBIT,,,,,,,,,
663612,MAESTRO,DEBIT,,,,,,,,,
663613,MAESTRO,DEBIT,,,,,,,,,
663614,MAESTRO,DEBIT,,,,,,,,,
663615,MAESTRO,DEBIT,,,,,,,,,
663616,MAESTRO,DEBIT,,,,,,,,,
663617,MAESTRO,DEBIT,,,,,,,,,
663618,MAESTRO,DEBIT,,,,,,,,,
663619,MAESTRO,DEBIT,,,,,,,,,
663620,MAESTRO,DEBIT,,,,,,,,,
663621,MAESTRO,DEBIT,,,,,,,,,
663622,MAESTRO,DEBIT,,,,,,,,,
663623,MAESTRO,DEBIT,,,,,,,,,
663624,MAESTRO,DEBIT,,,,,,,,,
663625,MAESTRO,DEBIT,,,,,,,,,
663626,MAESTRO,DEBIT,,,,,,,,,
663627,MAESTRO,DEBIT,,,,,,,,,
663628,MAESTRO,DEBIT,,,,,,,,,
663629,MAESTRO,DEBIT,,,,,,,,,
663630,MAESTRO,DEBIT,,,,,,,,,
663631,MAESTRO,DEBIT,,,,,,,,,
663632,MAESTRO,DEBIT,,,,,,,,,
663633,MAESTRO,DEBIT,,,,,,,,,
663634,MAESTRO,DEBIT,,,,,,,,,
663635,MAESTRO,DEBIT,,,,,,,,,
663636,MAESTRO,DEBIT,,,,,,,,,
663637,MAESTRO,DEBIT,,,,,,,,,
663638,MAESTRO,DEBIT,,,,,,,,,
663639,MAESTRO,DEBIT,,,,,,,,,
663640,MAESTRO,DEBIT,,,,,,,,,
663641,MAESTRO,DEBIT,,,,,,,,,
663642,MAESTRO,DEBIT,,,,,,,,,
663643,MAESTRO,DEBIT,,,,,,,,,
663644,MAESTRO,DEBIT,,,,,,,,,
663645,MAESTRO,DEBIT,,,,,,,,,
663646,MAESTRO,DEBIT,,,,,,,,,
663647,MAESTRO,DEBIT,,,,,,,,,
663648,MAESTRO,DEBIT,,,,,,,,,
663649,MAESTRO,DEBIT,,,,,,,,,
663650,MAESTRO,DEBIT,,,,,,,,,
663651,MAESTRO,DEBIT,,,,,,,,,
663652,MAESTRO,DEBIT,,,,,,,,,
663653,MAESTRO,DEBIT,,,,,,,,,
663654,MAESTRO,DEBIT,,,,,,,,,
663655,MAESTRO,DEBIT,,,,,,,,,
663656,MAESTRO,DEBIT,,,,,,,,,
663657,MAESTRO,DEBIT,,,,,,,,,
663658,MAESTRO,DEBIT,,,,,,,,,
663659,MAESTRO,DEBIT,,,,,,,,,
663660,MAESTRO,DEBIT,,,,,,,,,
663661,MAESTRO,DEBIT,,,,,,,,,
663662,MAESTRO,DEBIT,,,,,,,,,
663663,MAESTRO,DEBIT,,,,,,,,,
663664,MAESTRO,DEBIT,,,,,,,,,
663665,MAESTRO,DEBIT,,,,,,,,,
663666,MAESTRO,DEBIT,,,,,,,,,
663667,MAESTRO,DEBIT,,,,,,,,,
663668,MAESTRO,DEBIT,,,,,,,,,
663669,MAESTRO,DEBIT,,,,,,,,,
663670,MAESTRO,DEBIT,,,,,,,,,
663671,MAESTRO,DEBIT,,,,,,,,,
663672,MAESTRO,DEBIT,,,,,,,,,
663673,MAESTRO,DEBIT,,,,,,,,,
663674,MAESTRO,DEBIT,,,,,,,,,
663675,MAESTRO,DEBIT,,,,,,,,,
663676,MAESTRO,DEBIT,,,,,,,,,
663677,MAESTRO,DEBIT,,,,,,,,,
663678,MAESTRO,DEBIT,,,,,,,,,
663679,MAESTRO,DEBIT,,,,,,,,,
663680,MAESTRO,DEBIT,,,,,,,,,
663681,MAESTRO,DEBIT,,,,,,,,,
663682,MAESTRO,DEBIT,,,,,,,,,
663683,MAESTRO,DEBIT,,,,,,,,,
663684,MAESTRO,DEBIT,,,,,,,,,
663685,MAESTRO,DEBIT,,,,,,,,,
663686,MAESTRO,DEBIT,,,,,,,,,
663687,MAESTRO,DEBIT,,,,,,,,,
663688,MAESTRO,DEBIT,,,,,,,,,
663689,MAESTRO,DEBIT,,,,,,,,,
663690,MAESTRO,DEBIT,,,,,,,,,
663691,MAESTRO,DEBIT,,,,,,,,,
663692,MAESTRO,DEBIT,,,,,,,,,
663693,MAESTRO,DEBIT,,,,,,,,,
663694,MAESTRO,DEBIT,,,,,,,,,
663695,MAESTRO,DEBIT,,,,,,,,,
663696,MAESTRO,DEBIT,,,,,,,,,
663697,MAESTRO,DEBIT,,,,,,,,,
663698,MAESTRO,DEBIT,,,,,,,,,
663699,MAESTRO,DEBIT,,,,,,,,,
663700,MAESTRO,DEBIT,,,,,,,,,
663701,MAESTRO,DEBIT,,,,,,,,,
663702,MAESTRO,DEBIT,,,,,,,,,
663703,MAESTRO,DEBIT,,,,,,,,,
663704,MAESTRO,DEBIT,,,,,,,,,
663705,MAESTRO,DEBIT,,,,,,,,,
663706,MAESTRO,DEBIT,,,,,,,,,
663707,MAESTRO,DEBIT,,,,,,,,,
663708,MAESTRO,DEBIT,,,,,,,,,
663709,MAESTRO,DEBIT,,,,,,,,,
663710,MAESTRO,DEBIT,,,,,,,,,
663711,MAESTRO,DEBIT,,,,,,,,,
663712,MAESTRO,DEBIT,,,,,,,,,
663713,MAESTRO,DEBIT,,,,,,,,,
663714,MAESTRO,DEBIT,,,,,,,,,
663715,MAESTRO,DEBIT,,,,,,,,,
663716,MAESTRO,DEBIT,,,,,,,,,
663717,MAESTRO,DEBIT,,,,,,,,,
663718,MAESTRO,DEBIT,,,,,,,,,
663719,MAESTRO,DEBIT,,,,,,,,,
663720,MAESTRO,DEBIT,,,,,,,,,
663721,MAESTRO,DEBIT,,,,,,,,,
663722,MAESTRO,DEBIT,,,,,,,,,
663723,MAESTRO,DEBIT,,,,,,,,,
663724,MAESTRO,DEBIT,,,,,,,,,
663725,MAESTRO,DEBIT,,,,,,,,,
663726,MAESTRO,DEBIT,,,,,,,,,
663727,MAESTRO,DEBIT,,,,,,,,,
663728,MAESTRO,DEBIT,,,,,,,,,
663729,MAESTRO,DEBIT,,,,,,,,,
663730,MAESTRO,DEBIT,,,,,,,,,
663731,MAESTRO,DEBIT,,,,,,,,,
663732,MAESTRO,DEBIT,,,,,,,,,
663733,MAESTRO,DEBIT,,,,,,,,,
663734,MAESTRO,DEBIT,,,,,,,,,
663735,MAESTRO,DEBIT,,,,,,,,,
663736,MAESTRO,DEBIT,,,,,,,,,
663737,MAESTRO,DEBIT,,,,,,,,,
663738,MAESTRO,DEBIT,,,,,,,,,
663739,MAESTRO,DEBIT,,,,,,,,,
663740,MAESTRO,DEBIT,,,,,,,,,
663741,MAESTRO,DEBIT,,,,,,,,,
663742,MAESTRO,DEBIT,,,,,,,,,
663743,MAESTRO,DEBIT,,,,,,,,,
663744,MAESTRO,DEBIT,,,,,,,,,
663745,MAESTRO,DEBIT,,,,,,,,,
663746,MAESTRO,DEBIT,,,,,,,,,
663747,MAESTRO,DEBIT,,,,,,,,,
663748,MAESTRO,DEBIT,,,,,,,,,
663749,MAESTRO,DEBIT,,,,,,,,,
663750,MAESTRO,DEBIT,,,,,,,,,
663751,MAESTRO,DEBIT,,,,,,,,,
663752,MAESTRO,DEBIT,,,,,,,,,
663753,MAESTRO,DEBIT,,,,,,,,,
663754,MAESTRO,DEBIT,,,,,,,,,
663755,MAESTRO,DEBIT,,,,,,,,,
663756,MAESTRO,DEBIT,,,,,,,,,
663757,MAESTRO,DEBIT,,,,,,,,,
663758,MAESTRO,DEBIT,,,,,,,,,
663759,MAESTRO,DEBIT,,,,,,,,,
663760,MAESTRO,DEBIT,,,,,,,,,
663761,MAESTRO,DEBIT,,,,,,,,,
663762,MAESTRO,DEBIT,,,,,,,,,
663763,MAESTRO,DEBIT,,,,,,,,,
663764,MAESTRO,DEBIT,,,,,,,,,
663765,MAESTRO,DEBIT,,,,,,,,,
663766,MAESTRO,DEBIT,,,,,,,,,
663767,MAESTRO,DEBIT,,,,,,,,,
663768,MAESTRO,DEBIT,,,,,,,,,
663769,MAESTRO,DEBIT,,,,,,,,,
663770,MAESTRO,DEBIT,,,,,,,,,
663771,MAESTRO,DEBIT,,,,,,,,,
663772,MAESTRO,DEBIT,,,,,,,,,
663773,MAESTRO,DEBIT,,,,,,,,,
663774,MAESTRO,DEBIT,,,,,,,,,
663775,MAESTRO,DEBIT,,,,,,,,,
663776,MAESTRO,DEBIT,,,,,,,,,
663777,MAESTRO,DEBIT,,,,,,,,,
663778,MAESTRO,DEBIT,,,,,,,,,
663779,MAESTRO,DEBIT,,,,,,,,,
663780,MAESTRO,DEBIT,,,,,,,,,
663781,MAESTRO,DEBIT,,,,,,,,,
663782,MAESTRO,DEBIT,,,,,,,,,
663783,MAESTRO,DEBIT,,,,,,,,,
663784,MAESTRO,DEBIT,,,,,,,,,
663785,MAESTRO,DEBIT,,,,,,,,,
663786,MAESTRO,DEBIT,,,,,,,,,
663787,MAESTRO,DEBIT,,,,,,,,,
663788,MAESTRO,DEBIT,,,,,,,,,
663789,MAESTRO,DEBIT,,,,,,,,,
663790,MAESTRO,DEBIT,,,,,,,,,
663791,MAESTRO,DEBIT,,,,,,,,,
663792,MAESTRO,DEBIT,,,,,,,,,
663793,MAESTRO,DEBIT,,,,,,,,,
663794,MAESTRO,DEBIT,,,,,,,,,
663795,MAESTRO,DEBIT,,,,,,,,,
663796,MAESTRO,DEBIT,,,,,,,,,
663797,MAESTRO,DEBIT,,,,,,,,,
663798,MAESTRO,DEBIT,,,,,,,,,
663799,MAESTRO,DEBIT,,,,,,,,,
663800,MAESTRO,DEBIT,,,,,,,,,
663801,MAESTRO,DEBIT,,,,,,,,,
663802,MAESTRO,DEBIT,,,,,,,,,
663803,MAESTRO,DEBIT,,,,,,,,,
663804,MAESTRO,DEBIT,,,,,,,,,
663805,MAESTRO,DEBIT,,,,,,,,,
663806,MAESTRO,DEBIT,,,,,,,,,
663807,MAESTRO,DEBIT,,,,,,,,,
663808,MAESTRO,DEBIT,,,,,,,,,
663809,MAESTRO,DEBIT,,,,,,,,,
663810,MAESTRO,DEBIT,,,,,,,,,
663811,MAESTRO,DEBIT,,,,,,,,,
663812,MAESTRO,DEBIT,,,,,,,,,
663813,MAESTRO,DEBIT,,,,,,,,,
663814,MAESTRO,DEBIT,,,,,,,,,
663815,MAESTRO,DEBIT,,,,,,,,,
663816,MAESTRO,DEBIT,,,,,,,,,
663817,MAESTRO,DEBIT,,,,,,,,,
663818,MAESTRO,DEBIT,,,,,,,,,
663819,MAESTRO,DEBIT,,,,,,,,,
663820,MAESTRO,DEBIT,,,,,,,,,
663821,MAESTRO,DEBIT,,,,,,,,,
663822,MAESTRO,DEBIT,,,,,,,,,
663823,MAESTRO,DEBIT,,,,,,,,,
663824,MAESTRO,DEBIT,,,,,,,,,
663825,MAESTRO,DEBIT,,,,,,,,,
663826,MAESTRO,DEBIT,,,,,,,,,
663827,MAESTRO,DEBIT,,,,,,,,,
663828,MAESTRO,DEBIT,,,,,,,,,
663829,MAESTRO,DEBIT,,,,,,,,,
663830,MAESTRO,DEBIT,,,,,,,,,
663831,MAESTRO,DEBIT,,,,,,,,,
663832,MAESTRO,DEBIT,,,,,,,,,
663833,MAESTRO,DEBIT,,,,,,,,,
663834,MAESTRO,DEBIT,,,,,,,,,
663835,MAESTRO,DEBIT,,,,,,,,,
663836,MAESTRO,DEBIT,,,,,,,,,
663837,MAESTRO,DEBIT,,,,,,,,,
663838,MAESTRO,DEBIT,,,,,,,,,
663839,MAESTRO,DEBIT,,,,,,,,,
663840,MAESTRO,DEBIT,,,,,,,,,
663841,MAESTRO,DEBIT,,,,,,,,,
663842,MAESTRO,DEBIT,,,,,,,,,
663843,MAESTRO,DEBIT,,,,,,,,,
663844,MAESTRO,DEBIT,,,,,,,,,
663845,MAESTRO,DEBIT,,,,,,,,,
663846,MAESTRO,DEBIT,,,,,,,,,
663847,MAESTRO,DEBIT,,,,,,,,,
663848,MAESTRO,DEBIT,,,,,,,,,
663849,MAESTRO,DEBIT,,,,,,,,,
663850,MAESTRO,DEBIT,,,,,,,,,
663851,MAESTRO,DEBIT,,,,,,,,,
663852,MAESTRO,DEBIT,,,,,,,,,
663853,MAESTRO,DEBIT,,,,,,,,,
663854,MAESTRO,DEBIT,,,,,,,,,
663855,MAESTRO,DEBIT,,,,,,,,,
663856,MAESTRO,DEBIT,,,,,,,,,
663857,MAESTRO,DEBIT,,,,,,,,,
663858,MAESTRO,DEBIT,,,,,,,,,
663859,MAESTRO,DEBIT,,,,,,,,,
663860,MAESTRO,DEBIT,,,,,,,,,
663861,MAESTRO,DEBIT,,,,,,,,,
663862,MAESTRO,DEBIT,,,,,,,,,
663863,MAESTRO,DEBIT,,,,,,,,,
663864,MAESTRO,DEBIT,,,,,,,,,
663865,MAESTRO,DEBIT,,,,,,,,,
663866,MAESTRO,DEBIT,,,,,,,,,
663867,MAESTRO,DEBIT,,,,,,,,,
663868,MAESTRO,DEBIT,,,,,,,,,
663869,MAESTRO,DEBIT,,,,,,,,,
663870,MAESTRO,DEBIT,,,,,,,,,
663871,MAESTRO,DEBIT,,,,,,,,,
663872,MAESTRO,DEBIT,,,,,,,,,
663873,MAESTRO,DEBIT,,,,,,,,,
663874,MAESTRO,DEBIT,,,,,,,,,
663875,MAESTRO,DEBIT,,,,,,,,,
663876,MAESTRO,DEBIT,,,,,,,,,
663877,MAESTRO,DEBIT,,,,,,,,,
663878,MAESTRO,DEBIT,,,,,,,,,
663879,MAESTRO,DEBIT,,,,,,,,,
663880,MAESTRO,DEBIT,,,,,,,,,
663881,MAESTRO,DEBIT,,,,,,,,,
663882,MAESTRO,DEBIT,,,,,,,,,
663883,MAESTRO,DEBIT,,,,,,,,,
663884,MAESTRO,DEBIT,,,,,,,,,
663885,MAESTRO,DEBIT,,,,,,,,,
663886,MAESTRO,DEBIT,,,,,,,,,
663887,MAESTRO,DEBIT,,,,,,,,,
663888,MAESTRO,DEBIT,,,,,,,,,
663889,MAESTRO,DEBIT,,,,,,,,,
663890,MAESTRO,DEBIT,,,,,,,,,
663891,MAESTRO,DEBIT,,,,,,,,,
663892,MAESTRO,DEBIT,,,,,,,,,
663893,MAESTRO,DEBIT,,,,,,,,,
663894,MAESTRO,DEBIT,,,,,,,,,
663895,MAESTRO,DEBIT,,,,,,,,,
663896,MAESTRO,DEBIT,,,,,,,,,
663897,MAESTRO,DEBIT,,,,,,,,,
663898,MAESTRO,DEBIT,,,,,,,,,
663899,MAESTRO,DEBIT,,,,,,,,,
663900,MAESTRO,DEBIT,,,,,,,,,
663901,MAESTRO,DEBIT,,,,,,,,,
663902,MAESTRO,DEBIT,,,,,,,,,
663903,MAESTRO,DEBIT,,,,,,,,,
663904,MAESTRO,DEBIT,,,,,,,,,
663905,MAESTRO,DEBIT,,,,,,,,,
663906,MAESTRO,DEBIT,,,,,,,,,
663907,MAESTRO,DEBIT,,,,,,,,,
663908,MAESTRO,DEBIT,,,,,,,,,
663909,MAESTRO,DEBIT,,,,,,,,,
663910,MAESTRO,DEBIT,,,,,,,,,
663911,MAESTRO,DEBIT,,,,,,,,,
663912,MAESTRO,DEBIT,,,,,,,,,
663913,MAESTRO,DEBIT,,,,,,,,,
663914,MAESTRO,DEBIT,,,,,,,,,
663915,MAESTRO,DEBIT,,,,,,,,,
663916,MAESTRO,DEBIT,,,,,,,,,
663917,MAESTRO,DEBIT,,,,,,,,,
663918,MAESTRO,DEBIT,,,,,,,,,
663919,MAESTRO,DEBIT,,,,,,,,,
663920,MAESTRO,DEBIT,,,,,,,,,
663921,MAESTRO,DEBIT,,,,,,,,,
663922,MAESTRO,DEBIT,,,,,,,,,
663923,MAESTRO,DEBIT,,,,,,,,,
663924,MAESTRO,DEBIT,,,,,,,,,
663925,MAESTRO,DEBIT,,,,,,,,,
663926,MAESTRO,DEBIT,,,,,,,,,
663927,MAESTRO,DEBIT,,,,,,,,,
663928,MAESTRO,DEBIT,,,,,,,,,
663929,MAESTRO,DEBIT,,,,,,,,,
663930,MAESTRO,DEBIT,,,,,,,,,
663931,MAESTRO,DEBIT,,,,,,,,,
663932,MAESTRO,DEBIT,,,,,,,,,
663933,MAESTRO,DEBIT,,,,,,,,,
663934,MAESTRO,DEBIT,,,,,,,,,
663935,MAESTRO,DEBIT,,,,,,,,,
663936,MAESTRO,DEBIT,,,,,,,,,
663937,MAESTRO,DEBIT,,,,,,,,,
663938,MAESTRO,DEBIT,,,,,,,,,
663939,MAESTRO,DEBIT,,,,,,,,,
663940,MAESTRO,DEBIT,,,,,,,,,
663941,MAESTRO,DEBIT,,,,,,,,,
663942,MAESTRO,DEBIT,,,,,,,,,
663943,MAESTRO,DEBIT,,,,,,,,,
663944,MAESTRO,DEBIT,,,,,,,,,
663945,MAESTRO,DEBIT,,,,,,,,,
663946,MAESTRO,DEBIT,,,,,,,,,
663947,MAESTRO,DEBIT,,,,,,,,,
663948,MAESTRO,DEBIT,,,,,,,,,
663949,MAESTRO,DEBIT,,,,,,,,,
663950,MAESTRO,DEBIT,,,,,,,,,
663951,MAESTRO,DEBIT,,,,,,,,,
663952,MAESTRO,DEBIT,,,,,,,,,
663953,MAESTRO,DEBIT,,,,,,,,,
663954,MAESTRO,DEBIT,,,,,,,,,
663955,MAESTRO,DEBIT,,,,,,,,,
663956,MAESTRO,DEBIT,,,,,,,,,
663957,MAESTRO,DEBIT,,,,,,,,,
663958,MAESTRO,DEBIT,,,,,,,,,
663959,MAESTRO,DEBIT,,,,,,,,,
663960,MAESTRO,DEBIT,,,,,,,,,
663961,MAESTRO,DEBIT,,,,,,,,,
663962,MAESTRO,DEBIT,,,,,,,,,
663963,MAESTRO,DEBIT,,,,,,,,,
663964,MAESTRO,DEBIT,,,,,,,,,
663965,MAESTRO,DEBIT,,,,,,,,,
663966,MAESTRO,DEBIT,,,,,,,,,
663967,MAESTRO,DEBIT,,,,,,,,,
663968,MAESTRO,DEBIT,,,,,,,,,
663969,MAESTRO,DEBIT,,,,,,,,,
663970,MAESTRO,DEBIT,,,,,,,,,
663971,MAESTRO,DEBIT,,,,,,,,,
663972,MAESTRO,DEBIT,,,,,,,,,
663973,MAESTRO,DEBIT,,,,,,,,,
663974,MAESTRO,DEBIT,,,,,,,,,
663975,MAESTRO,DEBIT,,,,,,,,,
663976,MAESTRO,DEBIT,,,,,,,,,
663977,MAESTRO,DEBIT,,,,,,,,,
663978,MAESTRO,DEBIT,,,,,,,,,
663979,MAESTRO,DEBIT,,,,,,,,,
663980,MAESTRO,DEBIT,,,,,,,,,
663981,MAESTRO,DEBIT,,,,,,,,,
663982,MAESTRO,DEBIT,,,,,,,,,
663983,MAESTRO,DEBIT,,,,,,,,,
663984,MAESTRO,DEBIT,,,,,,,,,
663985,MAESTRO,DEBIT,,,,,,,,,
663986,MAESTRO,DEBIT,,,,,,,,,
663987,MAESTRO,DEBIT,,,,,,,,,
663988,MAESTRO,DEBIT,,,,,,,,,
663989,MAESTRO,DEBIT,,,,,,,,,
663990,MAESTRO,DEBIT,,,,,,,,,
663991,MAESTRO,DEBIT,,,,,,,,,
663992,MAESTRO,DEBIT,,,,,,,,,
663993,MAESTRO,DEBIT,,,,,,,,,
663994,MAESTRO,DEBIT,,,,,,,,,
663995,MAESTRO,DEBIT,,,,,,,,,
663996,MAESTRO,DEBIT,,,,,,,,,
663997,MAESTRO,DEBIT,,,,,,,,,
663998,MAESTRO,DEBIT,,,,,,,,,
663999,MAESTRO,DEBIT,,,,,,,,,
664000,MAESTRO,DEBIT,,,,,,,,,
664001,MAESTRO,DEBIT,,,,,,,,,
664002,MAESTRO,DEBIT,,,,,,,,,
